Product ID,Product Name,Category,Region,Sales Amount,Cost,Profit,Units Sold,Sales Date,Discount (%),Sales Channel,Customer Satisfaction Score,Customer Segment,Payment Method,Shipping Duration (days),Return Status
401,Decade Ultra,Furniture,Asia,432.61,2993.17,138.27,53,14-05-2024,8.7,In-store,2,Government,PayPal,11,Not Returned
402,Interest Ultra,Electronics,Australia,1073.42,526.43,883.09,16,18-08-2024,25.59,Online,4.1,Retail,PayPal,7,Not Returned
403,South Pro,Electronics,Africa,3535.56,2333.31,796.58,51,12-02-2024,8.88,Wholesale,3.9,Small Business,Bank Transfer,6,Not Returned
404,Really Pro,Groceries,Australia,4109.87,3282.04,771.89,18,01-05-2024,28.56,Wholesale,2.9,Corporate,Debit Card,11,Returned
405,If Ultra,Toys,Africa,3141.53,1817.25,811.21,12,09-06-2024,3.15,Wholesale,4.3,Small Business,Bank Transfer,4,Not Returned
406,Recognize X,Electronics,Africa,632.23,1602.75,156.61,75,26-09-2024,22.84,Wholesale,1.2,Small Business,PayPal,9,Not Returned
407,Eat Ultra,Clothing,Africa,989.02,1009.61,930.78,3,25-10-2024,29.02,Online,1.2,Government,Credit Card,10,Returned
408,Plan Pro,Electronics,Australia,824.34,2008.28,371.29,14,05-08-2024,16.01,In-store,1.8,Government,PayPal,2,Not Returned
409,Trial Ultra,Furniture,Asia,1694.52,2335.78,174.46,27,02-09-2024,6.79,In-store,1.5,Government,Bank Transfer,8,Returned
410,Front Ultra,Toys,Australia,2086.76,2825.89,170.23,75,23-09-2024,21.62,In-store,3.4,Retail,Credit Card,11,Returned
411,Despite X,Clothing,Europe,2964.94,3260.4,377.18,12,24-04-2024,2.82,Wholesale,2.7,Small Business,Bank Transfer,3,Returned
412,Anything Ultra,Furniture,Africa,2064.49,835.26,740.27,14,12-11-2024,24.13,Wholesale,1.4,Retail,Credit Card,5,Not Returned
413,Push Ultra,Furniture,North America,2386.95,970.27,862.16,7,18-11-2024,5.41,Online,2,Retail,Bank Transfer,7,Returned
414,Especially Ultra,Clothing,Asia,157.06,2294.93,273.37,28,01-09-2024,11.96,Wholesale,1.7,Corporate,Debit Card,15,Not Returned
415,Rise X,Furniture,Australia,758.69,3972.97,126.33,79,11-07-2024,22.44,Online,2.9,Corporate,PayPal,1,Not Returned
416,Instead X,Toys,Africa,3033.52,3240.2,351.07,8,04-09-2024,6.88,Wholesale,4.3,Retail,Bank Transfer,8,Not Returned
417,Hit Plus,Toys,Europe,113.93,770.52,678.84,32,28-10-2024,0.25,Online,3,Corporate,Credit Card,5,Returned
418,Front Ultra,Groceries,Asia,781.55,3085.59,709.91,29,28-01-2024,1.45,In-store,3.1,Corporate,Debit Card,15,Returned
419,Foot X,Groceries,North America,2145.89,3871.02,17.01,68,19-04-2024,17.11,In-store,4.2,Government,Credit Card,2,Not Returned
420,Anything Pro,Clothing,Asia,763.88,2823.34,421.36,21,20-10-2024,29.45,In-store,2.6,Small Business,Credit Card,6,Returned
421,Effect X,Furniture,Asia,4030.45,976.35,499.99,34,22-05-2024,5.41,Online,4.7,Government,Credit Card,7,Returned
422,Election Pro,Electronics,Asia,4922.25,2474.21,597.25,60,26-04-2024,29.24,In-store,3.1,Small Business,Credit Card,1,Not Returned
423,Rule Ultra,Toys,Europe,1898.54,2460.98,314.23,100,09-12-2024,20.58,Wholesale,2.7,Small Business,Debit Card,6,Returned
424,All Plus,Groceries,North America,3212.82,1509.4,591.14,87,26-09-2024,19.17,In-store,2.9,Small Business,PayPal,3,Returned
425,Catch X,Groceries,Africa,3190.31,336.88,748.44,30,29-06-2024,25.14,In-store,3.2,Government,Debit Card,2,Returned
426,Fight Ultra,Electronics,Australia,755.2,3285.49,411.78,1,09-12-2024,14.07,Wholesale,3.6,Government,Debit Card,7,Not Returned
427,List Ultra,Clothing,North America,3200.48,2031.01,772.26,7,11-07-2024,19.48,In-store,4.8,Corporate,Debit Card,5,Returned
428,System X,Groceries,Australia,4132.46,1620.14,782.18,10,29-11-2024,29.52,In-store,4.1,Government,Credit Card,13,Not Returned
429,Scene Plus,Clothing,Africa,4140.85,3712.78,327.9,7,27-07-2024,1.29,Online,2.1,Retail,Bank Transfer,6,Not Returned
430,Black Plus,Toys,North America,2629.65,3948.67,112.44,47,02-06-2024,5.85,Wholesale,2.4,Corporate,Credit Card,7,Not Returned
431,Watch Ultra,Clothing,Australia,2860.09,1944.66,390.78,90,30-11-2024,0.73,In-store,3.6,Government,Credit Card,15,Returned
432,Perhaps Pro,Groceries,Africa,3779.51,3759.74,67.6,15,19-12-2024,26.41,Online,3.4,Small Business,Bank Transfer,4,Not Returned
433,Point Pro,Toys,Australia,867.72,588.61,311.7,35,23-09-2024,16.58,In-store,4,Retail,Debit Card,12,Returned
434,Think X,Toys,North America,1306.07,282.43,518.21,86,23-11-2024,7.25,In-store,4.3,Corporate,Debit Card,14,Not Returned
435,Professor Ultra,Electronics,Asia,2390.06,3789.01,823.02,91,12-11-2024,9.06,Online,4.6,Retail,Debit Card,12,Returned
436,At Ultra,Groceries,Asia,888.86,38.18,676.9,87,24-11-2024,29.39,Wholesale,2.4,Small Business,Credit Card,2,Not Returned
437,Country Plus,Toys,Africa,2098.34,1122.6,390.54,39,19-08-2024,22.68,In-store,5,Corporate,Credit Card,2,Not Returned
438,Turn Pro,Toys,Australia,4094.83,154.04,875.23,87,01-03-2024,4.68,Wholesale,2.3,Retail,Bank Transfer,8,Not Returned
439,Care X,Clothing,Europe,2554.82,2888.99,91.87,16,04-11-2024,15.36,Online,1.8,Corporate,Bank Transfer,10,Not Returned
440,Everyone Ultra,Electronics,Australia,758.92,2486.76,687.75,84,12-05-2024,29.95,Wholesale,1.8,Small Business,Credit Card,11,Not Returned
441,If Ultra,Electronics,North America,1927.25,3546.02,54.3,26,07-09-2024,7.04,In-store,2.4,Retail,Credit Card,13,Not Returned
442,Talk X,Furniture,Australia,2964.08,539.19,443.91,24,30-05-2024,1.61,Wholesale,3.7,Small Business,Bank Transfer,8,Not Returned
443,Win Ultra,Groceries,Australia,1681.29,2140.47,966.41,43,24-10-2024,5.05,Wholesale,3.7,Small Business,Credit Card,1,Returned
444,While Ultra,Clothing,Europe,909.19,1760.17,872.69,44,02-03-2024,1.46,Wholesale,2.2,Small Business,Debit Card,10,Not Returned
445,Join Pro,Electronics,Asia,1704.96,1852.52,542.51,93,08-09-2024,6.68,Wholesale,3.4,Retail,Bank Transfer,4,Not Returned
446,Apply Ultra,Groceries,Europe,3097.23,243.57,385.5,81,23-08-2024,15.15,Wholesale,3.5,Corporate,Bank Transfer,4,Not Returned
447,Seat Pro,Groceries,Africa,2397.53,3800.83,608.01,57,07-12-2024,24.05,Online,3.6,Corporate,Bank Transfer,8,Returned
448,Act Ultra,Electronics,Africa,3849.32,866.86,443.06,86,27-02-2024,19.14,Online,3.6,Small Business,Debit Card,6,Not Returned
449,Within Pro,Electronics,Asia,3192.11,1779.66,155.51,97,09-10-2024,7.83,Wholesale,4.7,Government,Credit Card,7,Returned
450,Onto Pro,Furniture,Australia,4016.7,1951.23,156.76,10,24-04-2024,28.62,Wholesale,3.5,Small Business,Bank Transfer,14,Returned
451,Agency Plus,Clothing,North America,3552.42,133.66,401.07,62,09-08-2024,18.75,Wholesale,2.3,Government,Bank Transfer,1,Returned
452,Series Ultra,Furniture,Europe,1628.38,866.8,815.51,39,24-06-2024,21.17,In-store,3.2,Small Business,Credit Card,12,Not Returned
453,Long Pro,Clothing,Europe,737.37,3150.37,115.39,85,10-08-2024,28.69,Wholesale,4.7,Corporate,PayPal,3,Not Returned
454,Drug X,Furniture,Africa,3981.85,3358.64,975.52,36,11-04-2024,14.62,In-store,3,Small Business,Bank Transfer,4,Returned
455,Physical Ultra,Furniture,North America,4043.88,1312.3,975.53,14,02-09-2024,10.37,Online,3,Government,Debit Card,8,Returned
456,Travel X,Electronics,Asia,220.16,2043.13,319.44,53,26-10-2024,25.09,Wholesale,3.1,Small Business,Credit Card,15,Returned
457,Would X,Groceries,Europe,1459.55,313.87,691.92,57,05-06-2024,4.94,Online,4.9,Government,PayPal,2,Not Returned
458,Sort Plus,Toys,Australia,749.64,3943.8,30.04,20,06-04-2024,14.44,Wholesale,1.9,Small Business,PayPal,5,Returned
459,Discussion Pro,Toys,Asia,2627.04,136.28,204.35,17,10-05-2024,10.37,In-store,2.2,Corporate,Bank Transfer,9,Returned
460,Here Pro,Electronics,Africa,580.95,1305.47,770.09,48,19-10-2024,7.57,Wholesale,4.3,Government,Credit Card,3,Not Returned
461,Last X,Clothing,Asia,212.57,2036.46,498.11,50,13-09-2024,21.93,In-store,4.6,Government,Debit Card,1,Not Returned
462,Apply Ultra,Furniture,Australia,3757.47,3234.91,211.78,100,31-07-2024,28.13,Online,4.8,Corporate,PayPal,11,Returned
463,End Pro,Electronics,Africa,674.72,928.32,822.74,67,08-10-2024,11.72,Online,2,Retail,Debit Card,7,Not Returned
464,Human X,Furniture,North America,1265.3,2913.53,580.05,70,01-02-2024,25.88,Wholesale,4.1,Small Business,Bank Transfer,13,Not Returned
465,Increase Ultra,Electronics,North America,2985.83,1952.93,779.1,66,13-04-2024,23.05,In-store,4.6,Corporate,Credit Card,15,Returned
466,Fund Ultra,Electronics,North America,4440.54,2194.54,882.34,40,03-08-2024,26.9,Online,4.6,Government,Bank Transfer,8,Not Returned
467,Forward Plus,Electronics,North America,2163.33,939.14,914.12,82,06-07-2024,2.48,Online,1.6,Government,Credit Card,1,Returned
468,Suffer X,Groceries,Australia,4809.66,3242.46,681.57,17,17-08-2024,29.29,In-store,2.8,Corporate,Bank Transfer,9,Not Returned
469,Where Pro,Clothing,Africa,1455.22,2318.55,461.38,54,18-01-2024,14.44,Wholesale,2.9,Small Business,Bank Transfer,3,Not Returned
470,Step Pro,Electronics,Australia,2597.67,655.73,480.85,27,05-09-2024,9.66,In-store,1,Retail,PayPal,15,Returned
471,Employee Pro,Groceries,North America,2575.43,588.16,590.16,1,17-10-2024,17.63,Online,4.3,Corporate,Debit Card,2,Returned
472,City Plus,Furniture,North America,136.53,82.08,794.9,72,22-05-2024,4.44,In-store,3.4,Retail,Bank Transfer,3,Returned
473,Analysis Pro,Clothing,Asia,4533.59,3999.8,104.41,13,27-03-2024,10.19,Wholesale,1.5,Government,Credit Card,4,Not Returned
474,Year Ultra,Clothing,North America,661.14,1398.9,573.58,32,24-09-2024,8.59,Wholesale,1.6,Small Business,Bank Transfer,10,Returned
475,Staff X,Toys,Asia,4502.52,1308.79,453.52,2,18-03-2024,14.86,In-store,2.7,Retail,Bank Transfer,3,Returned
476,Morning X,Clothing,North America,468.27,1638.17,132.69,8,06-05-2024,9.34,In-store,1.6,Government,Debit Card,3,Not Returned
477,Then Ultra,Clothing,North America,4822.49,3330.96,786.78,58,07-08-2024,14.42,Wholesale,3.5,Corporate,Debit Card,11,Returned
478,Movie Pro,Clothing,Europe,3560.5,252.2,44.22,68,12-10-2024,22.71,In-store,1.6,Small Business,PayPal,14,Returned
479,Itself Plus,Toys,North America,3396.3,155.9,95.49,35,26-06-2024,9.75,In-store,1.3,Government,Credit Card,10,Returned
480,West X,Clothing,Asia,1830.28,2969.93,428.56,38,18-12-2024,3.18,Wholesale,4.5,Government,Bank Transfer,15,Returned
481,Threat Plus,Groceries,North America,687.95,1773.84,193.39,74,10-10-2024,4.06,In-store,2.6,Small Business,Credit Card,13,Returned
482,Several Ultra,Toys,Asia,4808.7,1203.42,216.82,99,22-08-2024,0.84,Wholesale,4.9,Retail,Debit Card,1,Returned
483,Foot X,Electronics,Australia,196.83,2842.68,785.96,45,09-03-2024,29.73,Online,3.5,Small Business,Bank Transfer,3,Not Returned
484,Despite Plus,Toys,Europe,1928.64,1070.97,887.98,35,24-10-2024,27,Online,4.2,Retail,Debit Card,7,Returned
485,See Ultra,Electronics,Asia,1348.6,1638.89,405.08,39,07-12-2024,27.13,In-store,4.6,Small Business,Credit Card,9,Returned
486,Be Ultra,Toys,North America,3663.13,169.81,409.53,24,17-08-2024,12.96,Wholesale,1.6,Corporate,PayPal,3,Returned
487,Government Pro,Clothing,Africa,2315.3,3140.08,337.24,40,07-08-2024,10.17,Online,2.6,Small Business,PayPal,15,Not Returned
488,Statement Ultra,Furniture,North America,3625.11,2738.07,6.59,7,02-01-2024,5.55,Online,3.3,Corporate,Bank Transfer,9,Returned
489,Leave Ultra,Furniture,Asia,984.4,3609.33,495.77,70,20-02-2024,2.22,Wholesale,3.7,Government,PayPal,5,Not Returned
490,Soldier Ultra,Clothing,Asia,4066.57,1504.98,864.25,47,21-02-2024,26.93,Wholesale,2.6,Retail,Credit Card,6,Not Returned
491,Seem Ultra,Electronics,Asia,2245.35,1919.01,124.67,30,24-10-2024,10.58,Online,4.7,Government,PayPal,3,Not Returned
492,Task Pro,Groceries,Asia,2992.29,855.51,116.48,46,01-09-2024,24.12,Online,4.7,Government,Bank Transfer,10,Returned
493,Western Plus,Toys,Europe,4992.13,3524.15,732.34,61,25-10-2024,24,Online,1.3,Small Business,Credit Card,15,Not Returned
494,Several X,Groceries,Africa,2113.84,1621.19,175.88,61,01-03-2024,29.05,Wholesale,2.5,Small Business,Bank Transfer,14,Not Returned
495,Political Ultra,Groceries,Europe,1767.62,3228.85,937.13,84,01-06-2024,7.84,Wholesale,2.6,Corporate,PayPal,9,Returned
496,Ask X,Groceries,Europe,1966.76,239.94,734.04,21,21-08-2024,29.2,Wholesale,3.3,Government,PayPal,6,Returned
497,Stand Plus,Furniture,Australia,2303.09,1700.66,866.57,28,06-03-2024,1.15,In-store,1.7,Corporate,Credit Card,4,Not Returned
498,Hear Plus,Clothing,Australia,3472.35,2249.39,207.43,21,06-03-2024,22.06,Online,3.3,Corporate,Credit Card,6,Returned
499,Agency Pro,Groceries,Europe,720.38,360.07,995.79,66,21-07-2024,29.28,Wholesale,3.1,Small Business,Credit Card,9,Returned
500,Leader X,Toys,Europe,4321.45,1276.99,910.15,7,03-07-2024,3.23,Online,4.4,Corporate,PayPal,4,Not Returned
501,Accept Plus,Clothing,Asia,1511.48,1607.53,199.62,58,15-01-2024,26.33,Wholesale,4.8,Retail,Bank Transfer,9,Not Returned
502,High Pro,Groceries,Asia,3419.81,3590.59,318.12,11,13-01-2024,19.51,Online,4,Corporate,Credit Card,5,Returned
503,Officer Plus,Groceries,Australia,3160.15,3255,605,58,11-09-2024,23.05,Wholesale,3.4,Corporate,Credit Card,7,Returned
504,Rich Plus,Groceries,Europe,629.9,3857.88,813.84,44,12-05-2024,5.16,Wholesale,1.7,Small Business,Credit Card,14,Returned
505,Throw Ultra,Clothing,Australia,3291.85,572.49,825.89,30,31-10-2024,3.37,In-store,4.7,Small Business,Credit Card,5,Not Returned
506,Simple Ultra,Furniture,North America,42.78,3851.41,934.25,63,31-05-2024,2.39,In-store,1.3,Retail,PayPal,13,Not Returned
507,Improve X,Groceries,Europe,1833.84,214.34,381.23,23,13-07-2024,0.49,In-store,3.5,Government,Credit Card,1,Returned
508,Participant Pro,Groceries,Africa,1133.35,2827.46,498.14,99,21-04-2024,25.54,In-store,3.8,Corporate,Credit Card,5,Returned
509,Her X,Clothing,Europe,4194.94,1169.8,546.29,33,04-04-2024,20.84,In-store,3.6,Retail,Credit Card,11,Returned
510,Subject X,Electronics,Australia,87.77,475.97,297.85,64,18-11-2024,23.77,Online,4.8,Government,PayPal,7,Not Returned
511,Large Ultra,Furniture,Asia,319.21,1715.34,183.4,32,21-03-2024,18.26,Wholesale,2.5,Government,PayPal,14,Not Returned
512,Street Ultra,Furniture,Asia,2268.52,1635.65,841.65,52,05-07-2024,22.46,In-store,3.1,Government,Bank Transfer,6,Returned
513,Relate Ultra,Toys,Australia,4785.86,1571.47,681.44,10,28-02-2024,15.89,In-store,2.3,Small Business,Bank Transfer,7,Not Returned
514,Cause Ultra,Clothing,Africa,2856.71,162.67,448.13,96,04-01-2024,9.3,Online,3.3,Corporate,PayPal,2,Not Returned
515,Respond Ultra,Groceries,North America,2825.5,1651.75,657.19,41,21-07-2024,7.55,In-store,2.7,Retail,PayPal,11,Not Returned
516,Whose Pro,Electronics,Europe,2069.76,440.54,651.85,34,17-02-2024,12.84,In-store,1.6,Small Business,PayPal,6,Not Returned
517,Young Pro,Furniture,Asia,880.32,3677.3,805.71,65,27-08-2024,0.54,Online,2.1,Government,Bank Transfer,12,Returned
518,Fear Plus,Electronics,Europe,725.69,3926.52,161.1,59,31-07-2024,28.87,Online,4.4,Small Business,Bank Transfer,14,Returned
519,Congress Pro,Clothing,North America,2240.03,3531.16,648.44,17,15-01-2024,1.59,Wholesale,2.1,Corporate,Bank Transfer,15,Returned
520,Which Plus,Electronics,Europe,27.89,691.48,776.03,74,22-11-2024,24.25,In-store,3.3,Retail,Bank Transfer,8,Returned
521,Nation Pro,Toys,Australia,3350.7,2684.63,515.44,11,18-06-2024,10.53,Wholesale,1.5,Retail,Bank Transfer,2,Returned
522,Participant Pro,Toys,Africa,2299.82,2984.19,894.79,13,09-01-2024,13.3,Wholesale,2.8,Retail,PayPal,11,Returned
523,Describe X,Furniture,Australia,3865.86,2203.1,535.16,66,01-06-2024,4.81,In-store,3,Corporate,PayPal,14,Returned
524,Audience Pro,Groceries,Australia,4495.22,2496.53,451.66,2,22-03-2024,23.67,Online,4.8,Government,Credit Card,15,Not Returned
525,High Pro,Clothing,Asia,23.91,3542.41,203.17,81,22-11-2024,12.75,In-store,1.4,Corporate,Bank Transfer,12,Returned
526,Represent X,Toys,Africa,1799.18,1812.09,419.92,6,08-11-2024,6.61,Wholesale,1.3,Government,Debit Card,1,Returned
527,Right X,Furniture,Europe,3980.78,2665.6,893.11,92,15-05-2024,7.5,Online,2.4,Corporate,PayPal,8,Returned
528,Detail Ultra,Clothing,Europe,2192.36,3404.38,749.66,84,10-08-2024,2.65,Wholesale,2.3,Retail,Bank Transfer,3,Returned
529,Executive Pro,Furniture,Africa,4400.6,3811.97,421.34,99,06-11-2024,5.95,Wholesale,4.9,Small Business,PayPal,10,Returned
530,Down Plus,Groceries,Australia,1874.74,2604.81,777.97,99,25-05-2024,14.11,Online,1.3,Corporate,Credit Card,6,Not Returned
531,Least Ultra,Furniture,Australia,1600.67,2443.46,131.15,3,05-06-2024,11.39,Wholesale,3.4,Retail,Debit Card,4,Not Returned
532,Interesting Pro,Groceries,North America,1378.65,3068.81,575.6,37,29-11-2024,23.82,Wholesale,2.6,Corporate,Bank Transfer,8,Returned
533,Make X,Toys,Asia,918.67,713.09,508.89,57,02-10-2024,28.48,In-store,4.4,Government,PayPal,4,Not Returned
534,Management Ultra,Toys,Asia,3551.61,2290.49,529.98,83,02-10-2024,6.53,Online,2.1,Small Business,Credit Card,13,Not Returned
535,Week Plus,Electronics,Asia,3110.35,367.31,730.38,31,06-01-2024,6.72,In-store,4.7,Government,Credit Card,8,Returned
536,From Plus,Clothing,Europe,4991.1,19.02,624.08,37,23-05-2024,24.56,Online,4.8,Small Business,Bank Transfer,2,Returned
537,Main X,Clothing,Africa,3811.43,1550.34,925.51,23,14-07-2024,15.73,Wholesale,4.5,Government,Bank Transfer,11,Not Returned
538,Whom Ultra,Groceries,Asia,4839.06,1791.29,566.11,6,29-06-2024,15.2,In-store,2.5,Small Business,Debit Card,14,Not Returned
539,Address Plus,Clothing,Africa,3517.06,930.79,696.99,6,21-06-2024,15.3,Wholesale,1.7,Small Business,Credit Card,5,Returned
540,Leave Pro,Toys,North America,4692.96,3615.8,840.02,78,01-01-2024,23.79,Online,4.3,Government,Debit Card,9,Returned
541,Crime Pro,Clothing,Asia,3261.76,3962.32,516.28,85,27-02-2024,10.62,Wholesale,2.5,Small Business,Credit Card,12,Returned
542,Any Plus,Toys,Europe,2334.61,2067.3,912.17,23,28-01-2024,16.34,Wholesale,2.5,Retail,Debit Card,12,Not Returned
543,Race Ultra,Electronics,Africa,4633.34,3367.2,335.58,63,14-04-2024,7.32,Wholesale,3.5,Corporate,PayPal,3,Not Returned
544,Outside X,Electronics,Asia,4320.79,3970.93,301.9,14,12-01-2024,12.91,Wholesale,3.6,Small Business,Credit Card,14,Returned
545,Audience Pro,Clothing,Europe,2100.73,108.7,632.38,68,07-10-2024,23.26,Wholesale,1.6,Corporate,Credit Card,7,Not Returned
546,Agent Ultra,Furniture,Australia,1155.72,256.47,100.58,9,22-11-2024,0.1,In-store,2.6,Government,Credit Card,1,Not Returned
547,Also Plus,Groceries,North America,1967.8,3558.37,531.42,38,08-05-2024,22.7,In-store,1.9,Small Business,PayPal,1,Returned
548,Boy Plus,Groceries,Europe,3071.17,1055.31,23.18,64,24-01-2024,9.63,In-store,4.8,Small Business,Debit Card,6,Returned
549,Reality Ultra,Furniture,North America,4183.88,2053.46,218.77,88,16-12-2024,2.35,Wholesale,4.9,Corporate,Debit Card,15,Returned
550,Across Plus,Furniture,Europe,1124.41,3749.59,995.19,93,24-10-2024,24.27,Wholesale,2.3,Small Business,Debit Card,8,Returned
551,Happy Plus,Clothing,Africa,1471.44,745.63,541.82,80,16-12-2024,10.34,Online,5,Government,PayPal,10,Not Returned
552,Wife Pro,Toys,Africa,1788.69,270.81,127.82,64,14-07-2024,28.82,Wholesale,3.5,Small Business,PayPal,4,Not Returned
553,Story Plus,Clothing,Africa,1809.3,1437.57,809.99,95,13-05-2024,23.15,Wholesale,3.7,Corporate,Bank Transfer,7,Returned
554,War X,Groceries,Asia,3572.81,3264.53,167.15,85,22-10-2024,17.35,In-store,1.4,Government,Credit Card,7,Returned
555,Soldier Plus,Electronics,Asia,21.99,1530.83,409,95,01-04-2024,28.67,Online,3.4,Government,Bank Transfer,2,Not Returned
556,On Pro,Electronics,Africa,4897.5,2158.58,455.23,21,05-10-2024,15.43,In-store,4.1,Retail,Credit Card,15,Returned
557,Sure Plus,Toys,Africa,4228.09,2238.96,669.53,9,28-10-2024,4.08,Online,1.9,Small Business,Bank Transfer,14,Returned
558,Base Ultra,Groceries,Africa,1891.53,35.73,208.87,84,19-12-2024,1.88,Online,4.4,Retail,Bank Transfer,11,Not Returned
559,Point Plus,Electronics,North America,4670.63,2581.53,809.39,79,22-04-2024,26.4,In-store,1.2,Retail,PayPal,6,Returned
560,Democratic X,Groceries,Europe,1930.57,2314.47,955.39,62,14-10-2024,17.64,Wholesale,2.2,Small Business,Credit Card,4,Returned
561,Bad Ultra,Clothing,Australia,4744.59,3374.51,471.74,22,16-05-2024,23.63,In-store,1.2,Corporate,PayPal,10,Returned
562,Seat X,Toys,North America,1499.08,3602.58,942.19,79,19-03-2024,18.43,In-store,4.9,Retail,Bank Transfer,13,Not Returned
563,Last X,Clothing,Europe,1085.9,376.4,748.57,83,04-08-2024,7.49,In-store,1.7,Retail,Credit Card,9,Returned
564,Catch Pro,Furniture,North America,1684.03,3859.3,269.4,6,07-08-2024,6.57,Online,2.1,Small Business,PayPal,2,Not Returned
565,High Plus,Electronics,Australia,3314.77,156.47,508.01,16,13-11-2024,3.12,Online,1.9,Corporate,Credit Card,14,Returned
566,Still Plus,Clothing,North America,2845.83,3162,584.14,66,14-03-2024,9.58,Online,2.1,Government,PayPal,7,Not Returned
567,Budget Pro,Clothing,Australia,3797.53,1609.76,138.96,20,20-02-2024,1.68,Wholesale,1.9,Corporate,PayPal,7,Returned
568,Dark X,Electronics,Europe,3948,1220.91,667.95,82,06-08-2024,9.5,Online,1.2,Corporate,Debit Card,13,Not Returned
569,Light Pro,Groceries,Africa,1009.47,1641.39,320.53,29,03-11-2024,8.26,In-store,2.2,Corporate,Credit Card,14,Not Returned
570,Financial Pro,Groceries,Africa,3158.4,2106.89,737.85,5,25-11-2024,12.48,Wholesale,2.9,Retail,Debit Card,15,Returned
571,Student Ultra,Toys,Europe,1392.18,3615.61,562.59,73,11-07-2024,16.55,Online,4,Retail,Bank Transfer,13,Not Returned
572,Must Plus,Groceries,Europe,3237.09,53.41,820.37,23,09-05-2024,6.01,In-store,4.3,Corporate,PayPal,11,Not Returned
573,Fish Plus,Groceries,Europe,820.94,3557.12,727.2,51,10-06-2024,18.72,In-store,4.7,Retail,Credit Card,1,Returned
574,Beautiful Pro,Electronics,Asia,4365.1,2001.21,929.87,87,07-02-2024,6.88,Online,3,Corporate,PayPal,5,Returned
575,Too Pro,Groceries,Africa,233.37,1581.28,157.57,43,14-03-2024,20.15,In-store,3.8,Government,Bank Transfer,10,Not Returned
576,Tree Ultra,Clothing,Australia,218.65,756.64,850.07,9,11-10-2024,28,Wholesale,4.9,Retail,Bank Transfer,2,Returned
577,Mother Pro,Groceries,Asia,4970.88,3064.92,21.51,97,14-03-2024,23.94,Wholesale,2.5,Retail,Debit Card,1,Not Returned
578,Bed X,Clothing,North America,1780.33,2071.87,111.17,49,22-12-2024,12.65,Online,3.3,Retail,Debit Card,11,Not Returned
579,Allow Ultra,Groceries,Asia,2915.07,3324.4,863.2,54,15-02-2024,29.27,Online,4.4,Small Business,Credit Card,5,Returned
580,Nice X,Toys,Asia,3025.63,2276.69,368.31,14,22-07-2024,3.51,Online,4.9,Small Business,Credit Card,5,Returned
581,Security X,Electronics,Asia,3459.16,854.92,702.53,96,07-05-2024,8.64,Online,2,Corporate,Credit Card,14,Returned
582,Policy Ultra,Groceries,Asia,1142.97,2079.28,712.52,10,25-10-2024,18.56,Wholesale,4.3,Government,Credit Card,11,Not Returned
583,Question Plus,Electronics,Europe,1079.69,87.92,214.01,10,26-01-2024,8,Online,2.1,Government,Bank Transfer,1,Not Returned
584,Before Ultra,Groceries,North America,844.71,1705.23,573.51,1,21-11-2024,15.27,Online,1.6,Corporate,Bank Transfer,1,Returned
585,In Ultra,Furniture,Africa,574.03,3375.33,768.87,35,20-08-2024,27.11,Wholesale,3.5,Government,Bank Transfer,14,Not Returned
586,Popular Pro,Furniture,Asia,2321.83,558.51,149.36,26,19-12-2024,25.54,Wholesale,4.6,Small Business,PayPal,9,Not Returned
587,Range Plus,Toys,Europe,1849.9,2487.36,469.06,84,03-06-2024,24.76,Online,4.1,Small Business,Credit Card,8,Not Returned
588,Individual Pro,Clothing,Australia,3080.24,2697.87,687.75,98,26-02-2024,17.65,In-store,3,Government,Debit Card,8,Not Returned
589,Put Ultra,Groceries,Europe,2616.99,1340.22,240.66,83,15-10-2024,0.45,In-store,1.6,Corporate,Debit Card,8,Returned
590,Represent Plus,Furniture,Africa,4585.22,3072.27,431.17,38,15-09-2024,13.79,Online,2,Retail,Debit Card,8,Not Returned
591,Gas Ultra,Clothing,Australia,4463.56,3235.42,690.75,63,02-07-2024,26.31,Wholesale,4.5,Small Business,Debit Card,9,Returned
592,Resource Ultra,Electronics,Europe,1042.83,3457.91,835.9,20,26-03-2024,27.32,In-store,2.1,Retail,Debit Card,8,Returned
593,Month Pro,Clothing,Asia,3898.53,435.22,208.01,9,08-04-2024,9.42,Wholesale,1.9,Retail,Debit Card,2,Returned
594,Allow Pro,Electronics,North America,2286.43,2989.1,520.95,31,21-03-2024,26.07,In-store,4.4,Retail,Debit Card,11,Not Returned
595,Seek X,Groceries,North America,90.74,2786.09,968.16,33,23-02-2024,22.15,Online,1.9,Retail,Bank Transfer,10,Not Returned
596,Event X,Clothing,Europe,735.48,950.42,175.39,2,14-06-2024,2.67,Wholesale,2.3,Corporate,PayPal,11,Not Returned
597,Ground X,Toys,Europe,2824.31,214.28,373.46,74,19-07-2024,20.62,Wholesale,2.2,Retail,PayPal,14,Not Returned
598,Oil X,Groceries,Australia,800.34,1279.48,264.82,6,08-10-2024,27.97,In-store,4.2,Corporate,PayPal,4,Returned
599,Tend Ultra,Groceries,North America,803.29,1364.73,385.73,97,15-09-2024,0.98,Wholesale,3.4,Small Business,Bank Transfer,13,Not Returned
600,Plan Pro,Groceries,Europe,4925,154.05,284.72,26,02-11-2024,19.63,Wholesale,4,Retail,Debit Card,15,Returned
